maturity,strike,price,IV
0.13689253935660506,126,8.64999961853027,23.5015697479248
0.13689253935660506,128,7.125,23.239631652832
0.13689253935660506,130,5.72500038146973,22.611270904541
0.13689253935660506,132,4.53000020980835,22.2575016021729
0.13689253935660506,134,3.52000045776367,21.9970550537109
0.13689253935660506,136,2.70499992370606,21.9445362091064
0.13689253935660506,138,2.05499982833862,21.8540859222412
0.13689253935660506,140,1.54999971389771,21.9010791778564
0.13689253935660506,142,1.17000007629395,22.0604438781738
0.13689253935660506,126,8.04999923706055,24.9896507263184
0.13689253935660506,128,6.65000009536743,24.1635494232178
0.13689253935660506,130,5.40000009536743,23.518497467041
0.13689253935660506,132,4.31999969482422,23.0773029327393
0.13689253935660506,134,3.38999938964844,22.7026329040527
0.13689253935660506,136,2.61499977111816,22.4228935241699
0.13689253935660506,138,1.99999952316284,22.3114719390869
0.13689253935660506,140,1.51999950408936,22.3230953216553
0.13689253935660506,142,1.13999962806702,22.3499336242676
0.13689253935660506,115,18.7000007629394,30.5255966186523
0.13689253935660506,120,13.8999996185303,25.5596351623535
0.13689253935660506,125,9.42499923706055,23.709228515625
0.13689253935660506,130,5.69999980926514,22.6505279541016
0.13689253935660506,135,3.05999994277954,21.8832950592041
0.13689253935660506,140,1.52499997615814,21.8223724365234
0.13689253935660506,145,0.730000019073486,22.1315765380859
0.13689253935660506,150,0.370000004768372,23.0341358184814
0.13689253935660506,155,0.254999995231628,25.3329238891602
0.2135523613963039,126,10.3249998092651,28.3268699645996
0.2135523613963039,128,9.07499980926514,28.6437511444092
0.2135523613963039,130,7.875,28.1170463562012
0.2135523613963039,132,6.80000019073486,27.7440299987793
0.2135523613963039,134,5.84999990463257,27.5106544494629
0.2135523613963039,136,5.01500034332275,27.3779525756836
0.2135523613963039,138,4.24500036239624,27.1428375244141
0.2135523613963039,140,3.59000015258789,27.0548992156982
0.2135523613963039,142,3.02500009536743,27.011474609375
0.2135523613963039,126,10.2250003814697,29.4595623016357
0.2135523613963039,128,8.94999980926514,28.9019069671631
0.2135523613963039,130,7.77499961853027,28.4168834686279
0.2135523613963039,132,6.74999952316284,28.1869449615479
0.2135523613963039,134,5.77499961853027,27.7968006134033
0.2135523613963039,136,4.94999980926514,27.6527328491211
0.2135523613963039,138,4.20499992370605,27.4810333251953
0.2135523613963039,140,3.54999971389771,27.3382797241211
0.2135523613963039,142,2.99999952316284,27.3177585601807
0.2135523613963039,115,19.2000007629394,31.7492237091064
0.2135523613963039,120,14.8000001907349,29.1769962310791
0.2135523613963039,125,10.9750003814697,28.3621025085449
0.2135523613963039,130,7.80000019073486,27.92653465271
0.2135523613963039,135,5.375,27.3478221893311
0.2135523613963039,140,3.55999994277954,26.9984149932861
0.2135523613963039,145,2.3050000667572,26.9705638885498
0.2135523613963039,150,1.47499990463257,27.1617431640625
0.2135523613963039,155,0.950000047683716,27.5770034790039
