Strike,Ticker,ExDt,Bid,Ask,IVM,Mid,DM,DB,DA,sDM,Volm
20-Sep-24 (16d); CSize 10,,,,,,,,,,,
470,ZURN 9/20/24 C470,09/20/24,26.8999938964844,27.8999938964844,19.2537097930908,27.3999938964844,0.907631039619446,0.944458782672882,0.880568504333496,0.907631039619446,0.0
475,ZURN 9/20/24 C475,09/20/24,22.1999969482422,23.1499938964844,17.7559776306152,22.6749954223633,0.877317667007446,0.909259021282196,0.852518737316132,0.877317667007446,0.0
480,ZURN 9/20/24 C480,09/20/24,17.6499938964844,18.5999908447266,16.4658126831055,18.1249923706055,0.831062018871307,0.858713507652283,0.808828234672546,0.831062018871307,191.0
485,ZURN 9/20/24 C485,09/20/24,13.3999996185303,14.3000001907349,15.3720560073853,13.8500003814697,0.762751400470734,0.783016622066498,0.745828628540039,0.762751400470734,20.0
490,ZURN 9/20/24 C490,09/20/24,9.55000019073486,10.3500003814697,14.3654317855835,9.95000076293945,0.668530225753784,0.679757535457611,0.658843040466309,0.668530225753784,26.0
495,ZURN 9/20/24 C495,09/20/24,6.25,7.14999961853027,13.7258434295654,6.69999980926514,0.546097457408905,0.548948705196381,0.543715178966522,0.546097457408905,1.0
500,ZURN 9/20/24 C500,09/20/24,3.73999977111816,4.51000022888184,13.1586980819702,4.125,0.408869981765747,0.40137380361557,0.41544172167778,0.408869981765747,33.0
510,ZURN 9/20/24 C510,09/20/24,0.939999997615814,1.64999961853027,12.922327041626,1.29499983787537,0.174276933073997,0.14704056084156,0.196653336286545,0.174276933073997,1.0
520,ZURN 9/20/24 C520,09/20/24,0.139999985694885,0.730000019073486,13.9600381851196,0.435000002384186,0.0664291605353355,0.0300499927252531,0.0927585139870644,0.0664291605353355,0.0
20-Sep-24 (16d); CSize 10,,,,,,,,,,,
470,ZURNO 9/20/24 C470,09/20/24,26.6499996185303,27.8500003814697,18.9201278686523,27.25,0.910538375377655,0.959130644798279,0.877921342849731,0.910538375377655,0.0
475,ZURNO 9/20/24 C475,09/20/24,21.9500007629394,23.1000003814697,17.4713630676269,22.5250015258789,0.879941880702972,0.921474993228912,0.849809348583221,0.879941880702972,0.0
480,ZURNO 9/20/24 C480,09/20/24,17.3999996185303,18.5499992370606,16.2200965881348,17.9749984741211,0.833142220973969,0.868575155735016,0.806146085262299,0.833142220973969,0.0
485,ZURNO 9/20/24 C485,09/20/24,13.1499996185303,14.25,15.1515035629272,13.6999998092651,0.763933777809143,0.789870917797089,0.743217170238495,0.763933777809143,0.0
490,ZURNO 9/20/24 C490,09/20/24,9.30000019073486,10.3500003814697,14.2173614501953,9.82500076293945,0.667703092098236,0.682918012142181,0.655193865299225,0.667703092098236,0.0
495,ZURNO 9/20/24 C495,09/20/24,6.09999990463257,7.0,13.5033578872681,6.55000019073486,0.543949782848358,0.54668790102005,0.541671395301819,0.543949782848358,0.0
500,ZURNO 9/20/24 C500,09/20/24,3.70000004768372,4.44000053405762,13.1247453689575,4.07000017166138,0.405879735946655,0.39846009016037,0.41241255402565,0.405879735946655,0.0
510,ZURNO 9/20/24 C510,09/20/24,0.980000019073486,1.51000022888184,12.8036909103394,1.24500012397766,0.170154750347138,0.149841591715813,0.187642186880112,0.170154750347138,0.0
520,ZURNO 9/20/24 C520,09/20/24,0.0500000007450581,3.0,19.571159362793,1.52499997615814,0.143153429031372,0.0137722175568342,0.203668966889381,0.143153429031372,0.0
18-Oct-24 (44d); CSize 10,,,,,,,,,,,
470,ZURE 10/18/24 C470,10/18/24,27.5499877929688,31.4499969482422,16.827449798584,29.4999923706055,0.82966148853302,0.912975668907166,0.783025443553925,0.82966148853302,0.0
475,ZURE 10/18/24 C475,10/18/24,23.5,26.8999938964844,16.1327953338623,25.1999969482422,0.790241360664368,0.847928881645203,0.753303289413452,0.790241360664368,0.0
480,ZURE 10/18/24 C480,10/18/24,19.5999908447266,22.5999908447266,15.470965385437,21.0999908447266,0.741976678371429,0.78176611661911,0.714265882968903,0.741976678371429,0.0
485,ZURE 10/18/24 C485,10/18/24,15.75,18.75,14.8418865203857,17.25,0.683944702148438,0.713333666324615,0.663155794143677,0.683944702148438,0.0
490,ZURE 10/18/24 C490,10/18/24,12.1999998092651,15.1999998092651,14.236515045166,13.6999998092651,0.61590588092804,0.633445382118225,0.603531360626221,0.61590588092804,0.0
495,ZURE 10/18/24 C495,10/18/24,9.10000038146973,12.0,13.7117204666138,10.5500001907349,0.538377285003662,0.541979610919952,0.5361008644104,0.538377285003662,0.0
500,ZURE 10/18/24 C500,10/18/24,6.44999980926514,9.25,13.2649602890015,7.84999990463257,0.45436492562294,0.443236768245697,0.462942451238632,0.45436492562294,0.0
510,ZURE 10/18/24 C510,10/18/24,2.67000007629394,5.30000019073486,12.7557926177978,3.9850001335144,0.288862466812134,0.246608108282089,0.319114357233047,0.288862466812134,0.0
520,ZURE 10/18/24 C520,10/18/24,0.449999988079071,3.15999984741211,12.5414228439331,1.80499994754791,0.158296689391136,0.0684253349900246,0.210234448313713,0.158296689391136,0.0
18-Oct-24 (44d); CSize 10,,,,,,,,,,,
470,ZURN 10/18/24 C470,10/18/24,29.0500030517578,29.9499969482422,16.6417732238769,29.5,0.833025753498077,0.847842812538147,0.819972217082977,0.833025753498077,0.0
475,ZURN 10/18/24 C475,10/18/24,24.75,25.5500030517578,15.8775424957275,25.1500015258789,0.794712007045746,0.806231617927551,0.784331262111664,0.794712007045746,0.0
480,ZURN 10/18/24 C480,10/18/24,20.6499938964844,21.4499969482422,15.2526588439941,21.0499954223633,0.745908558368683,0.755373477935791,0.737316846847534,0.745908558368683,0.0
485,ZURN 10/18/24 C485,10/18/24,16.8000030517578,17.6000061035156,14.6531295776367,17.2000045776367,0.687262833118439,0.694316804409027,0.680831909179688,0.687262833118439,0.0
490,ZURN 10/18/24 C490,10/18/24,13.3000001907349,14.1000003814697,14.1440410614014,13.7000007629394,0.61804074048996,0.622230052947998,0.614221036434174,0.61804074048996,0.0
495,ZURN 10/18/24 C495,10/18/24,10.1999998092651,10.9499998092651,13.6706829071045,10.5749998092651,0.540075778961182,0.540929019451141,0.539315164089203,0.540075778961182,0.0
