Date,Last Price,SMAVG (15),SMAVG (50),SMAVG (200)
2024-11-08,101.29,101.061,100.811,99.149
2024-11-07,101.261,101.061,100.793,99.129
2024-11-06,101.213,101.05,100.778,99.107
2024-11-05,100.846,101.044,100.766,99.085
2024-11-04,101.544,101.044,100.757,99.068
2024-11-01,101.387,100.972,100.74,99.045
2024-10-31,101.271,100.904,100.728,99.024
2024-10-30,100.87,100.825,100.718,99.003
2024-10-29,100.928,100.788,100.721,98.987
2024-10-28,101.094,100.763,100.725,98.97
2024-10-25,101.051,100.739,100.723,98.952
2024-10-24,100.82,100.729,100.715,98.932
2024-10-23,100.566,100.75,100.709,98.913
2024-10-22,100.73,100.781,100.715,98.896
2024-10-21,101.042,100.816,100.719,98.88
2024-10-18,101.298,100.82,100.714,98.863
2024-10-17,101.085,100.809,100.699,98.844
2024-10-16,101.122,100.796,100.688,98.831
2024-10-15,100.845,100.763,100.676,98.819
2024-10-14,100.473,100.749,100.679,98.809
2024-10-11,100.372,100.747,100.693,98.801
2024-10-10,100.077,100.728,100.704,98.792
2024-10-09,100.321,100.745,100.712,98.784
2024-10-08,100.553,100.76,100.709,98.776
2024-10-07,100.733,100.783,100.702,98.768
2024-10-04,100.904,100.794,100.69,98.759
2024-10-03,101.129,100.785,100.673,98.751
2024-10-02,101.026,100.755,100.645,98.74
2024-10-01,101.263,100.738,100.618,98.728
2024-09-30,101.103,100.692,100.584,98.713
2024-09-27,101.125,100.651,100.553,98.697
2024-09-26,100.888,100.616,100.522,98.681
2024-09-25,100.632,100.594,100.499,98.668
2024-09-24,100.632,100.594,100.481,98.656
2024-09-23,100.443,100.587,100.461,98.645
2024-09-20,100.096,100.573,100.439,98.634
2024-09-19,100.331,100.593,100.425,98.624
2024-09-18,100.549,100.604,100.4,98.609
2024-09-17,100.89,100.611,100.369,98.592
2024-09-16,100.904,100.578,100.333,98.573
2024-09-13,100.762,100.562,100.295,98.551
2024-09-12,100.678,100.565,100.255,98.526
2024-09-11,100.768,100.57,100.22,98.504
2024-09-10,100.575,100.589,100.177,98.483
2024-09-09,100.496,100.625,100.144,98.463
2024-09-06,100.593,100.657,100.126,98.442
2024-09-05,100.56,100.661,100.102,98.421
2024-09-04,100.626,100.658,100.077,98.399
2024-09-03,100.536,100.676,100.05,98.377
2024-09-02,100.225,100.7,100.021,98.355
2024-08-30,100.399,100.738,99.996,98.331
2024-08-29,100.504,100.75,99.962,98.306
2024-08-28,100.644,100.753,99.916,98.281
2024-08-27,100.405,100.744,99.866,98.256
2024-08-26,100.662,100.782,99.821,98.229
2024-08-23,100.8,100.816,99.771,98.199
2024-08-22,100.751,100.824,99.71,98.171
2024-08-21,101.059,100.805,99.646,98.143
2024-08-20,101.12,100.748,99.567,98.115
2024-08-19,100.965,100.686,99.482,98.085
2024-08-16,100.657,100.629,99.404,98.057
2024-08-15,100.518,100.59,99.336,98.03
2024-08-14,100.9,100.537,99.274,98.003
2024-08-13,100.893,100.456,99.2,97.973
2024-08-12,100.797,100.367,99.122,97.945
2024-08-09,100.576,100.284,99.045,97.916
2024-08-08,100.543,100.218,98.967,97.887
2024-08-07,100.51,100.162,98.897,97.857
2024-08-06,100.973,100.114,98.837,97.828
2024-08-05,101.171,100.021,98.77,97.797
2024-08-02,100.928,99.902,98.7,97.766
2024-07-31,100.47,99.798,98.634,97.738
2024-07-30,100.198,99.708,98.583,97.711
2024-07-29,100.191,99.625,98.539,97.687
2024-07-26,100.113,99.554,98.498,97.662
2024-07-25,100.062,99.479,98.462,97.638
2024-07-24,99.726,99.393,98.428,97.611
2024-07-23,99.687,99.34,98.392,97.587
2024-07-22,99.554,99.268,98.359,97.562
2024-07-19,99.557,99.225,98.331,97.539
2024-07-18,99.588,99.23,98.305,97.517
2024-07-17,99.709,99.216,98.283,97.497
2024-07-16,99.777,99.189,98.254,97.472
2024-07-15,99.588,99.157,98.222,97.45
