Date,Last Price,SMAVG (15),SMAVG (50),SMAVG (200)
2024-11-08,100.742,100.737,100.716,100.639
2024-11-07,100.747,100.737,100.715,100.639
2024-11-06,100.759,100.736,100.714,100.637
2024-11-05,100.72,100.734,100.713,100.636
2024-11-04,100.752,100.733,100.713,100.635
2024-11-01,100.757,100.73,100.712,100.634
2024-10-31,100.726,100.725,100.711,100.634
2024-10-30,100.728,100.722,100.71,100.633
2024-10-29,100.735,100.72,100.711,100.632
2024-10-28,100.742,100.717,100.71,100.632
2024-10-25,100.746,100.714,100.71,100.632
2024-10-24,100.739,100.712,100.709,100.631
2024-10-23,100.725,100.711,100.708,100.629
2024-10-22,100.714,100.71,100.708,100.628
2024-10-21,100.724,100.71,100.709,100.627
2024-10-18,100.745,100.71,100.709,100.626
2024-10-17,100.731,100.708,100.708,100.625
2024-10-16,100.722,100.707,100.708,100.625
2024-10-15,100.715,100.708,100.708,100.624
2024-10-14,100.695,100.709,100.708,100.624
2024-10-11,100.691,100.71,100.71,100.624
2024-10-10,100.685,100.71,100.711,100.623
2024-10-09,100.686,100.71,100.71,100.623
2024-10-08,100.696,100.711,100.71,100.623
2024-10-07,100.703,100.712,100.709,100.623
2024-10-04,100.705,100.712,100.708,100.623
2024-10-03,100.727,100.712,100.708,100.623
2024-10-02,100.715,100.711,100.707,100.624
2024-10-01,100.714,100.711,100.705,100.623
2024-09-30,100.718,100.709,100.704,100.623
2024-09-27,100.72,100.708,100.702,100.622
2024-09-26,100.715,100.706,100.7,100.621
2024-09-25,100.733,100.704,100.699,100.621
2024-09-24,100.734,100.702,100.698,100.62
2024-09-23,100.711,100.7,100.697,100.62
2024-09-20,100.681,100.699,100.696,100.62
2024-09-19,100.691,100.7,100.695,100.619
2024-09-18,100.697,100.701,100.694,100.618
2024-09-17,100.712,100.702,100.692,100.617
2024-09-16,100.712,100.7,100.69,100.615
2024-09-13,100.705,100.7,100.689,100.613
2024-09-12,100.706,100.701,100.687,100.611
2024-09-11,100.717,100.7,100.685,100.609
2024-09-10,100.688,100.701,100.683,100.606
2024-09-09,100.694,100.704,100.682,100.605
2024-09-06,100.69,100.705,100.681,100.603
2024-09-05,100.69,100.705,100.68,100.601
2024-09-04,100.703,100.706,100.679,100.599
2024-09-03,100.703,100.708,100.678,100.597
2024-09-02,100.7,100.711,100.677,100.596
2024-08-30,100.691,100.713,100.676,100.594
2024-08-29,100.705,100.714,100.675,100.592
2024-08-28,100.708,100.715,100.672,100.59
2024-08-27,100.69,100.715,100.669,100.588
2024-08-26,100.711,100.718,100.667,100.587
2024-08-23,100.718,100.724,100.665,100.585
2024-08-22,100.698,100.724,100.662,100.583
2024-08-21,100.73,100.721,100.659,100.581
2024-08-20,100.729,100.716,100.655,100.58
2024-08-19,100.713,100.712,100.65,100.578
2024-08-16,100.692,100.709,100.646,100.577
2024-08-15,100.692,100.709,100.641,100.576
2024-08-14,100.739,100.708,100.637,100.576
2024-08-13,100.743,100.701,100.631,100.575
2024-08-12,100.729,100.694,100.625,100.573
2024-08-09,100.72,100.687,100.619,100.572
2024-08-08,100.715,100.682,100.613,100.571
2024-08-07,100.711,100.678,100.608,100.57
2024-08-06,100.737,100.675,100.604,100.568
2024-08-05,100.787,100.671,100.599,100.567
2024-08-02,100.732,100.662,100.593,100.565
2024-07-31,100.645,100.657,100.589,100.564
2024-07-30,100.661,100.656,100.587,100.563
2024-07-29,100.66,100.652,100.585,100.562
2024-07-26,100.677,100.649,100.584,100.562
2024-07-25,100.687,100.647,100.582,100.561
2024-07-24,100.671,100.643,100.58,100.56
2024-07-23,100.643,100.639,100.579,100.559
2024-07-22,100.629,100.637,100.578,100.558
2024-07-19,100.625,100.636,100.577,100.558
2024-07-18,100.647,100.638,100.577,100.557
2024-07-17,100.661,100.638,100.576,100.557
2024-07-16,100.67,100.637,100.576,100.556
2024-07-15,100.673,100.636,100.575,100.556
2024-07-12,100.648,100.634,100.573,100.555
2024-07-11,100.661,100.635,100.573,100.555
2024-07-10,100.625,100.634,100.573,100.554
2024-07-09,100.606,100.629,100.574,100.554
2024-07-08,100.613,100.627,100.574,100.552
2024-07-05,100.641,100.624,100.575,100.551
2024-07-04,100.627,100.621,100.576,100.55
2024-07-03,100.615,100.616,100.577,100.549
2024-07-02,100.608,100.612,100.578,100.548
2024-07-01,100.622,100.607,100.579,100.547
2024-06-28,100.648,100.598,100.58,100.546
2024-06-27,100.649,100.588,100.58,100.546
2024-06-26,100.647,100.577,100.581,100.546
2024-06-25,100.66,100.565,100.582,100.547
2024-06-24,100.642,100.551,100.582,100.547
2024-06-21,100.664,100.537,100.583,100.548
2024-06-20,100.645,100.522,100.585,100.548
2024-06-19,100.55,100.506,100.586,100.549
2024-06-18,100.567,100.501,100.589,100.551
2024-06-17,100.568,100.496,100.592,100.552
2024-06-14,100.599,100.491,100.594,100.553
2024-06-13,100.559,100.485,100.596,100.553
2024-06-12,100.553,100.483,100.599,100.554
2024-06-11,100.53,100.482,100.603,100.555
2024-06-10,100.494,100.485,100.606,100.557
2024-06-07,100.488,100.49,100.611,100.558
