Date,Last Price,Volume,SMAVG (15)
2022-10-24,417.2,268417,244140.0
2022-10-21,409.1,446211,245372.0
2022-10-20,416.3,238591,234342.0
2022-10-19,416.6,277898,240692.0
2022-10-18,408.3,215306,248933.0
2022-10-17,404.9,207982,254958.0
2022-10-14,398.3,285262,264437.0
2022-10-13,392.1,257500,271466.0
2022-10-12,389.5,209981,274810.0
2022-10-11,392.5,214992,277838.0
2022-10-10,395.8,241853,280450.0
2022-10-07,397.4,176556,275644.0
2022-10-06,400.0,194876,307010.0
2022-10-05,408.1,155155,306829.0
2022-10-04,409.8,271518,309741.0
2022-10-03,399.4,286897,311909.0
2022-09-30,395.0,280760,309208.0
2022-09-29,395.5,333850,306628.0
2022-09-28,398.0,401503,298289.0
2022-09-27,402.9,305680,296673.0
2022-09-26,398.6,350168,291154.0
2022-09-23,404.7,390699,278790.0
2022-09-22,419.1,307667,271510.0
2022-09-21,419.3,255389,272294.0
2022-09-20,421.5,254185,285379.0
2022-09-19,429.7,169752,281668.0
2022-09-16,426.1,647053,281580.0
2022-09-15,430.6,192163,253220.0
2022-09-14,428.9,198830,255652.0
2022-09-13,431.1,304044,258506.0
2022-09-12,426.9,246381,250837.0
2022-09-09,424.6,242050,245665.0
2022-09-08,421.0,208776,242103.0
2022-09-07,422.5,377263,237485.0
2022-09-06,428.6,222891,229729.0
2022-09-05,430.0,164714,230133.0
2022-09-02,434.1,281487,238009.0
2022-09-01,423.0,319436,235421.0
2022-08-31,434.1,451667,240366.0
2022-08-30,431.0,198506,237071.0
2022-08-29,430.9,168441,241089.0
2022-08-26,434.1,221644,242458.0
2022-08-25,433.5,228648,241827.0
2022-08-24,428.7,241642,244058.0
2022-08-23,425.3,189011,243655.0
2022-08-22,428.5,168797,246246.0
2022-08-19,428.4,188628,252033.0
2022-08-18,427.2,139495,253494.0
2022-08-17,429.3,260933,255101.0
2022-08-16,433.8,228942,252963.0
2022-08-15,432.5,282853,250889.0
2022-08-12,440.7,242674,243130.0
2022-08-11,442.7,393602,245093.0
2022-08-10,435.2,402244,232754.0
2022-08-09,428.5,258787,219910.0
2022-08-08,423.9,188963,214436.0
2022-08-05,419.5,212185,221286.0
2022-08-04,417.0,262108,224362.0
2022-08-03,418.1,235597,230677.0
2022-08-02,414.1,227888,231688.0
2022-07-29,414.9,255603,230642.0
2022-07-28,408.9,210534,232978.0
2022-07-27,411.8,163596,234880.0
2022-07-26,411.1,228870,238702.0
2022-07-25,412.2,197831,248191.0
2022-07-22,408.8,166468,245792.0
2022-07-21,407.0,272112,249684.0
2022-07-20,411.1,208529,250854.0
2022-07-19,415.8,209578,251617.0
2022-07-18,413.4,176681,254150.0
2022-07-15,413.4,291710,258498.0
2022-07-14,410.2,258323,260425.0
2022-07-13,417.0,356840,262796.0
2022-07-12,425.4,250753,255587.0
2022-07-11,421.9,212197,256349.0
2022-07-08,422.1,290645,256508.0
2022-07-07,415.3,239068,294450.0
2022-07-06,408.6,220923,311539.0
2022-07-05,405.4,371214,330481.0
2022-07-04,422.2,161843,332143.0
2022-07-01,419.9,224848,348346.0
2022-06-30,415.2,289657,358534.0
2022-06-29,417.8,219976,354921.0
2022-06-28,418.3,247578,358111.0
2022-06-27,416.7,241892,361316.0
2022-06-24,418.0,320614,358323.0
2022-06-23,401.1,293894,346249.0
2022-06-22,409.7,248701,342516.0
2022-06-21,412.2,262185,375945.0
2022-06-20,414.2,214575,377097.0
2022-06-17,408.5,859788,379190.0
2022-06-16,412.3,495402,336758.0
2022-06-15,426.1,505047,323238.0
2022-06-14,419.1,396148,308187.0
2022-06-13,417.2,404885,316247.0
2022-06-10,422.4,377671,327835.0
2022-06-09,432.8,235462,324379.0
2022-06-08,432.8,267822,325593.0
2022-06-07,439.6,295656,330244.0
2022-06-03,435.7,196989,335536.0
2022-06-02,436.2,139510,354715.0
2022-06-01,436.2,237899,371375.0
2022-05-31,438.0,750130,375903.0
2022-05-30,440.5,279467,350389.0
2022-05-27,441.7,245981,357995.0
2022-05-25,441.7,223298,368961.0
2022-05-24,439.9,292605,367213.0
2022-05-23,440.0,279283,363938.0
2022-05-20,432.2,517047,363141.0
2022-05-19,433.9,578711,350470.0
2022-05-18,452.5,325825,346903.0
2022-05-17,456.8,253667,349899.0
2022-05-16,455.1,337589,363356.0
2022-05-13,458.6,375036,367978.0
2022-05-12,452.1,484675,369504.0
2022-05-11,445.4,389419,357865.0
2022-05-10,442.1,305807,353272.0
2022-05-09,436.8,367430,360479.0
2022-05-06,447.3,393552,363328.0
2022-05-05,447.4,410469,356722.0
2022-05-04,447.1,197075,352233.0
2022-05-03,446.7,243487,384839.0
2022-05-02,442.9,267331,417473.0
2022-04-29,445.9,326977,434049.0
2022-04-28,442.4,525206,437837.0
2022-04-27,436.4,370771,431912.0
2022-04-26,432.8,455523,455166.0
2022-04-25,436.7,406912,447647.0
2022-04-22,447.1,397931,443277.0
2022-04-21,452.8,310079,436461.0
2022-04-20,454.3,320531,447084.0
2022-04-19,449.0,413906,445709.0
2022-04-14,459.9,410177,439312.0
2022-04-13,450.5,294454,441240.0
2022-04-12,455.3,343142,440913.0
2022-04-11,455.9,686151,445416.0
2022-04-08,443.5,733005,426736.0
2022-04-07,452.8,515977,450664.0
2022-04-06,454.2,383786,441804.0
2022-04-05,453.5,436339,445545.0
2022-04-04,451.2,719577,437485.0
2022-04-01,461.0,342732,416402.0
2022-03-31,456.8,341364,432603.0
2022-03-30,457.0,295700,444787.0
2022-03-29,457.9,469415,467516.0
2022-03-28,451.4,299905,482724.0
2022-03-25,448.8,317954,516421.0
2022-03-24,447.7,439096,535875.0
2022-03-23,452.7,289551,531335.0
2022-03-22,455.7,410684,551297.0
2022-03-21,447.5,405953,561739.0
2022-03-18,444.8,1091928,573351.0
2022-03-17,441.0,383072,536837.0
2022-03-16,436.0,439900,560326.0
2022-03-15,432.6,315439,556798.0
2022-03-14,428.3,403331,569864.0
2022-03-11,422.5,585755,568126.0
2022-03-10,412.5,524116,557945.0
2022-03-09,411.6,636638,556496.0
