Date,Last Price,Volume,SMAVG (15)
2022-08-10,113.6,815110,930402.0
2022-08-09,111.5,765066,969021.0
2022-08-08,114.7,623553,994930.0
2022-08-05,112.75,730452,1168441.0
2022-08-04,115.9,1231289,1188970.0
2022-08-03,113.6,853140,1173926.0
2022-08-02,112.0,1309529,1166257.0
2022-07-29,113.95,1241514,1135087.0
2022-07-28,112.1,1157594,1144713.0
2022-07-27,108.9,854776,1149927.0
2022-07-26,107.1,867128,1172755.0
2022-07-25,108.75,941998,1184263.0
2022-07-22,106.75,705266,1162122.0
2022-07-21,106.85,1039602,1163824.0
2022-07-20,105.85,820007,1165035.0
2022-07-19,106.05,1394394,1184250.0
2022-07-18,101.95,1153711,1165939.0
2022-07-15,98.02,3226217,1169800.0
2022-07-14,100.9,1038384,1019882.0
2022-07-13,101.8,1005625,1004028.0
2022-07-12,102.6,738106,1014948.0
2022-07-11,101.25,841981,1036414.0
2022-07-08,102.25,1385898,1037579.0
2022-07-07,99.08,1235811,1172001.0
2022-07-06,98.3,1197193,1175456.0
2022-07-05,96.88,1039745,1168164.0
2022-07-04,100.95,609883,1184312.0
2022-07-01,100.25,730799,1239152.0
2022-06-30,101.65,1057773,1276177.0
2022-06-29,102.8,1108225,1278009.0
2022-06-28,104.0,1119735,1273357.0
2022-06-27,103.15,1211623,1275817.0
2022-06-24,102.15,977453,1257896.0
2022-06-23,97.96,800572,1236590.0
2022-06-22,97.52,1169421,1249536.0
2022-06-21,97.58,1060092,1290150.0
2022-06-20,95.64,859460,1314999.0
2022-06-17,95.18,3402229,1389679.0
2022-06-16,97.06,1287630,1271185.0
2022-06-15,100.9,1087820,1314053.0
2022-06-14,98.84,1281965,1386057.0
2022-06-13,101.2,1432479,1747286.0
2022-06-10,103.9,1286172,1722880.0
2022-06-09,107.85,1085260,1701664.0
2022-06-08,111.3,1038444,1679511.0
2022-06-07,111.35,1156640,1669645.0
2022-06-03,110.15,942806,1648390.0
2022-06-02,109.1,657854,1684975.0
2022-06-01,106.25,994771,1734136.0
2022-05-31,106.35,1778631,1740766.0
2022-05-30,106.9,1432827,1709350.0
2022-05-27,103.85,1979656,1722010.0
2022-05-25,94.8,1624823,1655976.0
2022-05-24,92.98,1930648,1601929.0
2022-05-23,92.5,2167882,1530269.0
2022-05-20,91.76,6700394,1428190.0
2022-05-19,105.6,1066390,1034670.0
2022-05-18,106.15,967938,1018773.0
2022-05-17,108.75,752961,1050926.0
2022-05-16,106.75,890458,1099598.0
2022-05-13,106.5,837817,1150988.0
2022-05-12,105.05,1491573,1174851.0
2022-05-11,107.65,1395265,1164468.0
2022-05-10,102.15,1094232,1143075.0
2022-05-09,100.65,1307384,1128475.0
2022-05-06,104.9,1622728,1105980.0
2022-05-05,107.65,989150,1064824.0
2022-05-04,109.55,814112,1055227.0
2022-05-03,112.5,855746,1051753.0
2022-05-02,111.95,636697,1065945.0
2022-04-29,115.5,797602,1098170.0
2022-04-28,113.1,827935,1131188.0
2022-04-27,110.75,1450228,1150408.0
2022-04-26,108.85,1483036,1095543.0
2022-04-25,110.1,1661318,1047042.0
2022-04-22,117.35,1195758,1011914.0
2022-04-21,120.5,1335824,997700.0
2022-04-20,121.8,1074378,1012242.0
2022-04-19,119.6,875223,999155.0
2022-04-14,119.5,969965,990786.0
2022-04-13,115.55,1005382,1002499.0
2022-04-12,116.5,845196,994848.0
2022-04-11,114.95,762010,1013024.0
2022-04-08,116.85,1068619,1020311.0
2022-04-07,114.6,1120082,1134325.0
2022-04-06,115.35,1292866,1181037.0
2022-04-05,122.35,1116237,1265715.0
2022-04-04,120.3,627255,1336240.0
2022-04-01,117.15,755510,1443185.0
2022-03-31,118.0,1134398,1501458.0
2022-03-30,121.1,982549,1539036.0
2022-03-29,123.95,1553964,1638214.0
2022-03-28,116.0,878066,1746903.0
2022-03-25,114.6,749695,1834783.0
2022-03-24,114.25,1145655,1982940.0
2022-03-23,116.7,890613,2006464.0
2022-03-22,118.4,1117847,2094411.0
2022-03-21,116.1,871305,2124884.0
2022-03-18,118.6,2778836,2160475.0
2022-03-17,116.3,1820760,2061592.0
2022-03-16,114.45,2563030,2068385.0
2022-03-15,104.0,2174122,1946873.0
2022-03-14,107.65,2231419,1861392.0
2022-03-11,110.3,1629613,1763296.0
2022-03-10,109.5,1698068,1726983.0
2022-03-09,113.45,2470211,1666381.0
2022-03-08,100.75,3184302,1540546.0
2022-03-07,105.4,2196271,1376832.0
2022-03-04,107.9,2972050,1288167.0
2022-03-03,114.6,1498506,1141861.0
2022-03-02,118.25,2209826,1105589.0
2022-03-01,116.05,1574942,1024442.0
2022-02-28,125.1,1405170,972445.0
2022-02-25,125.75,1295585,931332.0
2022-02-24,119.95,1922659,918002.0
2022-02-23,128.25,740349,858964.0
2022-02-22,128.0,891907,890905.0
2022-02-21,128.65,759980,911394.0
2022-02-18,129.35,1084918,938344.0
2022-02-17,130.4,789044,953541.0
2022-02-16,132.0,582676,975571.0
2022-02-15,133.5,728603,1016306.0
2022-02-14,130.95,866293,1063302.0
2022-02-11,133.15,777456,1105657.0
2022-02-10,134.3,954429,1196543.0
2022-02-09,135.8,992616,1218541.0
2022-02-08,130.45,794985,1296045.0
2022-02-07,130.4,788478,1318496.0
2022-02-04,130.55,1095638,1337160.0
2022-02-03,134.45,1037090,1349320.0
2022-02-02,137.9,1219462,1336918.0
2022-02-01,137.95,1199249,1319484.0
2022-01-31,132.95,1164222,1299740.0
2022-01-28,130.1,1312873,1290108.0
2022-01-27,131.4,1119491,1264732.0
2022-01-26,133.0,1193701,1266487.0
2022-01-25,128.05,1433543,1260803.0
2022-01-24,127.85,1501625,1213755.0
