Date,Last Price,SMAVG (15),SMAVG (50),SMAVG (200)
2024-11-08,98.645,98.545,98.239,96.857
2024-11-07,98.653,98.547,98.221,96.842
2024-11-06,98.62,98.539,98.205,96.825
2024-11-05,98.347,98.53,98.189,96.809
2024-11-04,98.724,98.528,98.176,96.795
2024-11-01,98.716,98.485,98.159,96.779
2024-10-31,98.598,98.435,98.143,96.764
2024-10-30,98.459,98.383,98.129,96.749
2024-10-29,98.534,98.35,98.12,96.735
2024-10-28,98.611,98.318,98.111,96.722
2024-10-25,98.574,98.284,98.098,96.708
2024-10-24,98.458,98.26,98.082,96.692
2024-10-23,98.332,98.255,98.067,96.676
2024-10-22,98.367,98.254,98.06,96.662
2024-10-21,98.54,98.26,98.052,96.648
2024-10-18,98.671,98.25,98.039,96.633
2024-10-17,98.536,98.228,98.021,96.618
2024-10-16,98.477,98.21,98.006,96.606
2024-10-15,98.325,98.183,97.99,96.595
2024-10-14,98.076,98.168,97.983,96.586
2024-10-11,97.968,98.161,97.984,96.578
2024-10-10,97.817,98.141,97.985,96.569
2024-10-09,97.962,98.141,97.981,96.561
2024-10-08,98.05,98.139,97.971,96.553
2024-10-07,98.106,98.141,97.959,96.545
2024-10-04,98.212,98.143,97.947,96.538
2024-10-03,98.389,98.133,97.932,96.531
2024-10-02,98.321,98.11,97.909,96.522
2024-10-01,98.447,98.098,97.887,96.512
2024-09-30,98.389,98.067,97.859,96.501
2024-09-27,98.347,98.034,97.833,96.488
2024-09-26,98.261,98.008,97.808,96.476
2024-09-25,98.072,97.987,97.786,96.465
2024-09-24,98.107,97.98,97.768,96.456
2024-09-23,97.96,97.967,97.748,96.446
2024-09-20,97.675,97.952,97.728,96.437
2024-09-19,97.824,97.957,97.715,96.428
2024-09-18,97.92,97.957,97.693,96.417
2024-09-17,98.089,97.952,97.669,96.404
2024-09-16,98.127,97.927,97.643,96.389
2024-09-13,98.062,97.91,97.615,96.374
2024-09-12,98.048,97.9,97.585,96.356
2024-09-11,98.147,97.888,97.557,96.339
2024-09-10,97.983,97.881,97.523,96.323
2024-09-09,97.893,97.886,97.496,96.309
2024-09-06,97.956,97.89,97.479,96.293
2024-09-05,97.944,97.879,97.457,96.278
2024-09-04,97.971,97.864,97.435,96.263
2024-09-03,97.906,97.865,97.412,96.247
2024-09-02,97.732,97.868,97.387,96.231
2024-08-30,97.75,97.879,97.364,96.215
2024-08-29,97.832,97.881,97.338,96.198
2024-08-28,97.836,97.876,97.303,96.181
2024-08-27,97.718,97.867,97.269,96.165
2024-08-26,97.865,97.882,97.236,96.149
