"Date","Price","Open","High","Low","Change %"
"01/20/2023","1.102","1.095","1.102","1.066","3.38%"
"01/19/2023","1.066","1.044","1.066","1.029","2.01%"
"01/18/2023","1.045","1.031","1.045","0.994","4.29%"
"01/17/2023","1.002","1.147","1.147","0.995","-11.56%"
"01/16/2023","1.133","1.140","1.147","1.097","2.63%"
"01/13/2023","1.104","1.147","1.147","1.054","0.64%"
"01/12/2023","1.097","1.133","1.176","1.047","-6.80%"
"01/11/2023","1.177","1.191","1.206","1.141","-1.18%"
"01/10/2023","1.191","1.220","1.220","1.105","1.79%"
"01/09/2023","1.170","1.242","1.242","1.163","-0.59%"
"01/06/2023","1.177","1.249","1.256","1.142","-3.52%"
"01/05/2023","1.220","1.213","1.256","1.177","2.35%"
"01/04/2023","1.192","1.277","1.277","1.143","-4.03%"
"01/03/2023","1.242","1.263","1.284","1.185","-3.27%"
