Date,Last Price,SMAVG (15),SMAVG (50),SMAVG (200)
2024-11-08,101.024,100.922,100.641,99.313
2024-11-07,101.03,100.928,100.624,99.299
2024-11-06,101.011,100.921,100.609,99.281
2024-11-05,100.696,100.915,100.594,99.265
2024-11-04,101.171,100.916,100.583,99.252
2024-11-01,101.132,100.865,100.565,99.237
2024-10-31,101.031,100.809,100.551,99.221
2024-10-30,100.802,100.748,100.537,99.206
2024-10-29,100.888,100.714,100.532,99.193
2024-10-28,100.985,100.682,100.526,99.181
2024-10-25,100.924,100.651,100.516,99.167
2024-10-24,100.813,100.633,100.502,99.152
2024-10-23,100.66,100.634,100.489,99.136
2024-10-22,100.727,100.64,100.486,99.123
2024-10-21,100.939,100.651,100.481,99.11
2024-10-18,101.109,100.641,100.47,99.096
2024-10-17,100.932,100.618,100.452,99.081
2024-10-16,100.913,100.597,100.439,99.071
2024-10-15,100.711,100.565,100.423,99.061
2024-10-14,100.408,100.547,100.419,99.054
2024-10-11,100.288,100.54,100.426,99.047
2024-10-10,100.128,100.523,100.43,99.04
2024-10-09,100.285,100.529,100.43,99.034
2024-10-08,100.408,100.531,100.423,99.027
2024-10-07,100.525,100.544,100.414,99.021
2024-10-04,100.65,100.551,100.403,99.014
2024-10-03,100.825,100.547,100.388,99.009
2024-10-02,100.75,100.527,100.366,99.001
2024-10-01,100.899,100.521,100.343,98.992
2024-09-30,100.779,100.491,100.315,98.981
2024-09-27,100.768,100.462,100.29,98.969
2024-09-26,100.625,100.438,100.264,98.957
2024-09-25,100.421,100.426,100.243,98.948
2024-09-24,100.451,100.425,100.228,98.939
2024-09-23,100.301,100.417,100.21,98.931
2024-09-20,100.029,100.403,100.191,98.923
2024-09-19,100.213,100.413,100.178,98.915
2024-09-18,100.328,100.417,100.157,98.904
2024-09-17,100.596,100.412,100.133,98.892
2024-09-16,100.634,100.381,100.107,98.877
2024-09-13,100.582,100.359,100.079,98.861
2024-09-12,100.53,100.347,100.048,98.843
2024-09-11,100.653,100.333,100.02,98.825
2024-09-10,100.453,100.328,99.986,98.809
2024-09-09,100.351,100.336,99.96,98.794
2024-09-06,100.409,100.345,99.945,98.779
2024-09-05,100.432,100.335,99.926,98.763
2024-09-04,100.411,100.317,99.906,98.748
2024-09-03,100.338,100.321,99.885,98.731
2024-09-02,100.09,100.33,99.862,98.715
2024-08-30,100.182,100.351,99.844,98.699
2024-08-29,100.267,100.354,99.819,98.681
2024-08-28,100.255,100.353,99.786,98.664
2024-08-27,100.128,100.347,99.752,98.647
2024-08-26,100.31,100.371,99.721,98.629
2024-08-23,100.398,100.399,99.687,98.61
2024-08-22,100.324,100.408,99.645,98.593
2024-08-21,100.566,100.394,99.6,98.575
2024-08-20,100.584,100.351,99.545,98.557
2024-08-19,100.476,100.309,99.485,98.539
2024-08-16,100.264,100.276,99.429,98.522
2024-08-15,100.167,100.253,99.381,98.505
2024-08-14,100.47,100.221,99.336,98.489
2024-08-13,100.476,100.163,99.282,98.47
2024-08-12,100.398,100.1,99.225,98.452
2024-08-09,100.234,100.041,99.17,98.433
2024-08-08,100.243,99.992,99.115,98.414
2024-08-07,100.16,99.945,99.065,98.394
2024-08-06,100.491,99.912,99.024,98.375
2024-08-05,100.735,99.849,98.975,98.354
2024-08-02,100.53,99.76,98.923,98.334
2024-07-31,100.113,99.681,98.874,98.315
2024-07-30,99.924,99.618,98.84,98.297
2024-07-29,99.953,99.567,98.811,98.281
2024-07-26,99.975,99.522,98.783,98.265
2024-07-25,99.928,99.471,98.757,98.249
2024-07-24,99.683,99.413,98.733,98.231
2024-07-23,99.603,99.375,98.709,98.214
2024-07-22,99.523,99.331,98.687,98.197
2024-07-19,99.516,99.306,98.667,98.182
2024-07-18,99.498,99.314,98.647,98.167
2024-07-17,99.544,99.312,98.631,98.153
2024-07-16,99.667,99.303,98.612,98.136
2024-07-15,99.544,99.283,98.59,98.121
2024-07-12,99.395,99.26,98.568,98.107
2024-07-11,99.348,99.245,98.552,98.093
2024-07-10,99.173,99.219,98.541,98.08
2024-07-09,99.148,99.18,98.529,98.067
2024-07-08,99.29,99.141,98.514,98.054
2024-07-05,99.209,99.094,98.498,98.039
2024-07-04,99.057,99.054,98.486,98.025
2024-07-03,99.107,99.002,98.477,98.012
2024-07-02,98.951,98.934,98.464,98.001
2024-07-01,99.141,98.859,98.455,97.989
2024-06-28,99.635,98.754,98.444,97.976
2024-06-27,99.465,98.623,98.422,97.96
2024-06-26,99.421,98.516,98.407,97.947
2024-06-25,99.354,98.417,98.397,97.934
2024-06-24,99.205,98.313,98.382,97.923
2024-06-21,99.164,98.207,98.374,97.913
2024-06-20,98.964,98.106,98.371,97.903
2024-06-19,98.596,98.007,98.368,97.895
2024-06-18,98.557,97.95,98.374,97.889
2024-06-17,98.586,97.919,98.382,97.882
2024-06-14,98.604,97.884,98.384,97.876
2024-06-13,98.284,97.852,98.386,97.868
2024-06-12,98.076,97.839,98.401,97.862
2024-06-11,97.833,97.861,98.422,97.857
2024-06-10,97.563,97.902,98.446,97.853
2024-06-07,97.669,97.97,98.476,97.849
2024-06-06,97.867,98.037,98.506,97.844
2024-06-05,97.939,98.095,98.529,97.839
2024-06-04,97.782,98.132,98.542,97.831
2024-06-03,97.627,98.179,98.554,97.827
2024-05-31,97.638,98.239,98.566,97.822
2024-05-30,97.484,98.298,98.577,97.817
2024-05-29,97.747,98.378,98.598,97.813
2024-05-28,98.09,98.435,98.617,97.809
2024-05-27,98.054,98.466,98.63,97.805
2024-05-24,98.129,98.491,98.648,97.801
2024-05-23,98.091,98.522,98.665,97.795
2024-05-22,98.398,98.57,98.681,97.788
2024-05-21,98.454,98.582,98.691,97.781
2024-05-17,98.576,98.579,98.699,97.773
2024-05-16,98.679,98.571,98.698,97.765
2024-05-15,98.743,98.568,98.694,97.756
2024-05-14,98.486,98.558,98.687,97.747
2024-05-13,98.493,98.556,98.677,97.74
2024-05-10,98.518,98.558,98.666,97.733
2024-05-08,98.53,98.563,98.655,97.727
2024-05-07,98.677,98.562,98.649,97.72
2024-05-06,98.604,98.566,98.636,97.712
2024-05-03,98.553,98.585,98.621,97.705
2024-05-02,98.434,98.588,98.612,97.7
2024-04-30,98.596,98.615,98.598,97.694
2024-04-29,98.813,98.642,98.58,97.685
2024-04-26,98.572,98.642,98.565,97.676
2024-04-25,98.409,98.664,98.552,97.665
2024-04-24,98.464,98.7,98.544,97.654
2024-04-23,98.622,98.715,98.53,97.642
2024-04-22,98.602,98.722,98.508,97.631
2024-04-19,98.451,98.75,98.493,97.621
2024-04-18,98.519,98.794,98.484,97.614
2024-04-17,98.6,98.828,98.473,97.608
2024-04-16,98.52,98.858,98.458,97.6
2024-04-15,98.736,98.903,98.453,97.594
2024-04-12,98.879,98.922,98.45,97.585
2024-04-11,98.602,98.903,98.44,97.578
2024-04-10,98.845,98.888,98.429,97.573
2024-04-09,98.991,98.845,98.416,97.567
2024-04-08,98.823,98.792,98.396,97.558
2024-04-05,98.89,98.773,98.382,97.548
2024-04-04,98.954,98.76,98.356,97.538
2024-04-03,98.693,98.746,98.332,97.528
2024-04-02,98.725,98.764,98.322,97.517
2024-03-28,99.024,98.782,98.308,97.506
2024-03-27,99.116,98.773,98.286,97.494
2024-03-26,99.017,98.756,98.265,97.483
2024-03-25,99.058,98.746,98.251,97.474
2024-03-22,99.186,98.712,98.236,97.466
2024-03-21,99.034,98.664,98.216,97.457
2024-03-20,98.58,98.62,98.195,97.449
2024-03-19,98.382,98.582,98.178,97.443
2024-03-18,98.195,98.553,98.17,97.44
2024-03-15,98.204,98.538,98.17,97.438
2024-03-14,98.544,98.54,98.168,97.437
2024-03-13,98.695,98.503,98.16,97.435
2024-03-12,98.742,98.448,98.163,97.433
2024-03-11,98.965,98.405,98.167,97.427
2024-03-08,98.983,98.323,98.172,97.417
2024-03-07,98.896,98.239,98.173,97.406
2024-03-06,98.86,98.181,98.175,97.398
2024-03-05,98.872,98.118,98.175,97.389
2024-03-04,98.543,98.063,98.177,97.381
2024-03-01,98.471,98.009,98.188,97.374
2024-02-29,98.375,97.949,98.203,97.37
2024-02-28,98.01,97.913,98.226,97.365
2024-02-27,97.936,97.912,98.251,97.362
2024-02-26,97.974,97.914,98.27,97.36
2024-02-23,98.229,97.905,98.285,97.358
2024-02-22,97.997,97.907,98.289,97.352
2024-02-21,97.871,97.947,98.298,97.345
2024-02-20,98.086,97.98,98.314,97.339
2024-02-19,97.747,97.979,98.328,97.331
2024-02-16,97.72,98.01,98.35,97.328
2024-02-15,98.03,98.028,98.367,97.322
2024-02-14,97.911,98.033,98.377,97.317
2024-02-13,98.049,98.013,98.378,97.311
2024-02-12,97.725,97.992,98.375,97.301
2024-02-09,97.568,98.022,98.374,97.296
2024-02-08,97.843,98.052,98.37,97.291
2024-02-07,97.998,98.06,98.352,97.282
2024-02-06,97.956,98.063,98.334,97.274
2024-02-05,97.852,98.088,98.323,97.266
2024-02-02,98.259,98.117,98.316,97.258
2024-02-01,98.59,98.113,98.296,97.248
2024-01-31,98.372,98.072,98.27,97.235
2024-01-30,98.065,98.03,98.248,97.223
2024-01-29,98.213,98.024,98.23,97.216
2024-01-26,97.994,98.023,98.209,97.207
2024-01-25,98.107,98.031,98.183,97.196
2024-01-24,97.608,98.033,98.155,97.187
2024-01-23,97.727,98.114,98.139,97.18
2024-01-22,98.182,98.198,98.121,97.169
2024-01-19,98.021,98.264,98.09,97.156
2024-01-18,97.95,98.334,98.061,97.144
2024-01-17,98.05,98.402,98.039,97.132
2024-01-16,98.327,98.456,98.012,97.121
2024-01-15,98.297,98.5,97.987,97.108
2024-01-12,98.187,98.553,97.96,97.099
2024-01-11,97.982,98.622,97.937,97.091
2024-01-10,97.742,98.723,97.916,97.082
2024-01-09,97.977,98.825,97.898,97.072
2024-01-08,98.197,98.887,97.872,97.063
2024-01-05,98.106,98.922,97.846,97.06
2024-01-04,98.148,98.945,97.816,97.056
2024-01-03,98.823,98.962,97.781,97.05
2023-12-29,98.975,98.954,97.73,97.04
2023-12-28,99.181,98.94,97.677,97.022
2023-12-27,99.074,98.919,97.621,97.006
2023-12-22,98.965,98.885,97.574,96.984
2023-12-21,98.866,98.857,97.53,96.959
2023-12-20,98.985,98.795,97.482,96.935
2023-12-19,99.091,98.722,97.438,96.907
2023-12-18,99.22,98.627,97.39,96.879
2023-12-15,99.501,98.505,97.34,96.851
2023-12-14,99.263,98.333,97.276,96.821
2023-12-13,98.914,98.19,97.219,96.793
2023-12-12,98.721,98.088,97.166,96.77
2023-12-11,98.441,98.007,97.12,96.747
2023-12-08,98.407,97.93,97.082,96.727
2023-12-07,98.708,97.855,97.049,96.707
2023-12-06,98.767,97.759,96.996,96.685
2023-12-05,98.866,97.651,96.953,96.661
2023-12-04,98.56,97.537,96.91,96.639
2023-12-01,98.542,97.414,96.872,96.618
2023-11-30,97.941,97.291,96.836,96.597
2023-11-29,97.887,97.217,96.81,96.578
2023-11-28,97.666,97.146,96.782,96.56
2023-11-27,97.394,97.077,96.755,96.545
2023-11-24,96.922,97.021,96.735,96.531
2023-11-23,97.112,97.016,96.728,96.522
2023-11-22,97.38,96.988,96.722,96.51
2023-11-21,97.512,96.97,96.706,96.497
2023-11-20,97.292,96.931,96.684,96.485
2023-11-17,97.281,96.915,96.67,96.478
2023-11-16,97.256,96.891,96.661,96.475
2023-11-15,97.161,96.864,96.654,96.466
2023-11-14,97.156,96.832,96.65,96.457
2023-11-13,96.702,96.815,96.651,96.447
2023-11-10,96.706,96.809,96.662,96.442
2023-11-09,96.823,96.788,96.674,96.437
2023-11-08,96.829,96.752,96.687,96.432
2023-11-07,96.631,96.717,96.693,
2023-11-06,96.545,96.702,96.707,
2023-11-03,96.852,96.712,96.718,
2023-11-02,96.696,96.706,96.721,
2023-11-01,97.111,96.69,96.729,
2023-10-31,96.931,96.668,96.729,
2023-10-30,97.042,96.654,96.726,
2023-10-27,96.921,96.634,96.716,
2023-10-26,96.848,96.591,96.714,
2023-10-25,96.687,96.562,96.707,
2023-10-24,96.896,96.533,96.711,
2023-10-23,96.614,96.501,96.707,
2023-10-20,96.399,96.496,96.708,
2023-10-19,96.277,96.52,96.711,
2023-10-18,96.298,96.506,96.727,
2023-10-17,96.416,96.529,96.745,
2023-10-16,96.699,96.547,96.762,
2023-10-13,96.752,96.546,96.765,
2023-10-12,96.462,96.544,96.768,
2023-10-11,96.782,96.557,96.775,
2023-10-10,96.715,96.538,96.78,
2023-10-09,96.74,96.511,96.783,
2023-10-06,96.287,96.487,96.786,
2023-10-05,96.407,96.506,96.801,
2023-10-04,96.245,96.532,96.811,
2023-10-03,96.428,96.554,96.83,
2023-10-02,96.539,96.556,96.848,
2023-09-29,96.746,96.559,96.86,
2023-09-28,96.079,96.563,96.866,
2023-09-27,96.641,96.617,96.889,
2023-09-26,96.687,96.641,96.907,
2023-09-25,96.673,96.674,96.916,
2023-09-22,96.731,96.715,96.922,
2023-09-21,96.65,96.753,96.924,
2023-09-20,96.5,96.806,96.919,
2023-09-19,96.308,96.849,96.913,
2023-09-18,96.377,96.916,96.911,
2023-09-15,96.573,96.965,96.912,
2023-09-14,96.806,96.994,96.91,
2023-09-13,96.569,97.012,96.916,
2023-09-12,96.455,97.05,96.93,
2023-09-11,96.584,97.07,96.944,
2023-09-08,96.812,97.069,96.955,
2023-09-07,96.893,97.069,96.959,
2023-09-06,96.994,97.042,96.972,
2023-09-05,97.19,97.034,96.981,
2023-09-04,97.279,97.001,96.99,
2023-09-01,97.304,96.959,96.991,
