Strike,Ticker,ExDt,Bid,Ask,IVM,Mid,DM,DB,DA,sDM,Volm
18-Oct-24 (2d); CSize 10,,,,,,,,,,,
490,ZURN 10/18/24 C490,10/18/24,30.1000061035156,35.7999877929688,0.0,32.9499969482422,1.0,1.0,0.848256647586823,1.0,0.0
495,ZURN 10/18/24 C495,10/18/24,25.5499877929688,30.3999938964844,0.0,27.9749908447266,1.0,1.0,0.846376478672028,1.0,0.0
500,ZURN 10/18/24 C500,10/18/24,20.9499969482422,24.8500061035156,0.0,22.9000015258789,1.0,1.0,0.850449681282043,1.0,105.0
510,ZURN 10/18/24 C510,10/18/24,11.1999998092651,15.0,14.9734287261963,13.1000003814697,0.970851063728333,1.0,0.791609942913055,0.970851063728333,0.0
520,ZURN 10/18/24 C520,10/18/24,3.94999980926514,4.59000015258789,13.3089971542358,4.26999998092651,0.689262092113495,0.718448042869568,0.667609035968781,0.689262092113495,10.0
530,ZURN 10/18/24 C530,10/18/24,0.259999990463257,0.579999983310699,13.351448059082,0.419999986886978,0.134268209338188,0.101436942815781,0.160064578056335,0.134268209338188,0.0
540,ZURN 10/18/24 C540,10/18/24,0.00999999977648258,0.110000014305115,17.399808883667,0.0600000061094761,0.0202020108699799,0.00492351502180099,0.0316649749875069,0.0202020108699799,0.0
550,ZURN 10/18/24 C550,10/18/24,0.00999999977648258,0.100000023841858,25.3197135925293,0.0550000108778477,0.0133941182866693,0.00340006384067237,0.0211712829768658,0.0133941182866693,0.0
560,ZURN 10/18/24 C560,10/18/24,0.0,0.100000023841858,35.7718391418457,0.100000023841858,0.0168360453099012,0.0,0.0168360453099012,0.0168360453099012,0.0
18-Oct-24 (2d); CSize 10,,,,,,,,,,,
505,ZURNO 10/18/24 C505,10/18/24,16.2000007629394,19.1999969482422,24.2530632019043,17.6999988555908,0.942699909210205,1.0,0.828527569770813,0.942699909210205,0.0
510,ZURNO 10/18/24 C510,10/18/24,11.3000001907349,14.3000001907349,20.0100708007812,12.8000001907349,0.912531554698944,1.0,0.791842043399811,0.912531554698944,0.0
515,ZURNO 10/18/24 C515,10/18/24,7.40000009536743,8.69999980926514,16.1256885528564,8.05000019073486,0.841693043708801,1.0,0.77766627073288,0.841693043708801,0.0
520,ZURNO 10/18/24 C520,10/18/24,3.27000045776367,4.65999984741211,13.8782157897949,3.96500015258789,0.648519694805145,0.705038368701935,0.617863655090332,0.648519694805145,0.0
525,ZURNO 10/18/24 C525,10/18/24,1.0,1.77999997138977,13.2364015579224,1.38999998569489,0.340576499700546,0.308292984962463,0.36344650387764,0.340576499700546,0.0
530,ZURNO 10/18/24 C530,10/18/24,0.170000001788139,0.5,13.2346410751343,0.33500000834465,0.112470343708992,0.0738062560558319,0.141432791948319,0.112470343708992,0.0
